Toledo,35,20,15,14,14,18,17,15,21,18,23,21,22,23,20,22,26,29,22,23
Trenton,22,15,18,22,19,26,27,27,27,23,29,22,23,31,32,38,36,32,33,28
Tucson,23,,8,9,12,13,15,16,13,14,17,12,8,12,17,14,14,15,14,11
Tulsa,18,12,10,19,15,15,20,20,13,14,17,18,18,,16,16,16,17,17,15
Tuscon,,12,,,,,,,,,,,,,,,,,,
Tyler,3,3,11,8,13,13,10,15,8,14,14,19,25,26,23,22,13,12,12,11
Van Nuys- Byzantine,2,,4,,2,1,1,1,2,1,0,0,1,1,3,,,,,
Venice,14,9,15,16,12,11,13,12,13,9,10,8,11,21,20,18,17,15,16,18
Victoria,7,,11,8,,,,,,,,,,,,,,,,
Victoria TX,,10,,,,,,,,,,,,,,,,,,
Victoria in Texas,,,,,7,7,7,7,7,8,7,4,5,7,8,10,12,11,17,15
Washington,232,,,,218,174,212,172,214,202,181,168,162,177,219,196,212,234,217,218
Washington (Archdiocese),,,203,201,,,,,,,,,,,,,,,,
Washington DC (Archdiocese),,202,,,,,,,,,,,,,,,,,,
Wheeling-Charleston,20,7,13,9,9,9,13,12,19,17,15,12,11,12,10,8,9,6,8,20
Wichita,28,18,25,23,31,31,28,34,31,32,28,37,38,46,45,47,48,48,59,62
Wilmington,6,6,6,12,11,14,18,15,16,13,11,14,14,11,9,10,7,3,4,4
Winona,21,14,9,10,9,6,8,11,11,12,14,17,16,7,9,13,11,11,13,16
Worcester,16,,18,15,10,21,15,10,12,13,8,9,10,17,25,25,25,16,18,18
Worchester,,11,,,,,,,,,,,,,,,,,,
Yakima,14,18,19,23,24,23,20,21,20,15,16,11,12,13,10,11,11,12,12,17
Youngstown,9,6,9,10,14,13,14,15,12,16,15,15,15,14,14,11,8,11,10,12
